id,user_id,date,amount,type,from_wallet_id,to_wallet_id,subscription_id,description,vat_amount,created_at
854,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-02-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:51:11.067706+00
855,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-03-02,401.35,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:24:53.871633+00
856,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-04-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:07.535324+00
857,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-05-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:07.216773+00
858,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
859,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
860,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
861,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
862,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-02,343.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
863,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-02,458.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
864,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-03,458.85,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb746,,15,Subscription Payment,,2025-12-29 11:23:06.888692+00
865,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-10,61,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
866,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-21,1388.53,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
867,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-27,14.39,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
868,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-06,321.99,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
869,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-21,1560.8,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
870,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-28,346.83,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
871,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-04,74,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
872,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-05,619.37,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
873,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-24,1773.37,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
874,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-03,539.02,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
875,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-05,619.52,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
876,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-28,464.44,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
877,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-05,541.82,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
878,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-06,27.13,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
879,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-07,1855.44,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
880,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-18,1718.84,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
881,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-28,455.81,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
882,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-05,386.95,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb748,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
883,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-13,1623.07,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
884,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-28,455.98,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
885,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-12,340.68,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
886,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-13,1479.72,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,20,Subscription Payment,,2025-12-29 11:23:06.888692+00
887,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-03,1,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,21,Subscription Payment,,2025-12-29 11:23:06.888692+00
888,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-01,165.6,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,21,Subscription Payment,,2025-12-29 11:23:06.888692+00
889,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-01,82.8,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,21,Subscription Payment,,2025-12-29 11:23:06.888692+00
890,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-03-10,79.16,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
891,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-04-13,96.84,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
892,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-05-09,96.77,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
893,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-09,96.76,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
894,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-10,96.76,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
895,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-09,96.82,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
896,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-09,96.78,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
897,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-09,96.76,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
898,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-09,96.74,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
899,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-09,96.82,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,22,Subscription Payment,,2025-12-29 11:23:06.888692+00
900,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-03-19,910.84,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
901,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-04-01,201.92,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
902,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-05-01,556.28,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
903,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-01,604.96,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
904,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-01,602.81,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
905,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-01,597.21,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
906,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-01,603.13,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
907,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-01,602.68,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
908,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-03,602.63,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
909,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-01,602.9,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,23,Subscription Payment,,2025-12-29 11:23:06.888692+00
910,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-05-14,1300.51,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
911,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-14,147.51,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
912,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-14,77.41,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
913,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-14,77.45,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
914,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-18,77.43,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
915,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-14,77.4,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
916,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-14,187.24,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
917,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-14,154.87,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,24,Subscription Payment,,2025-12-29 11:23:06.888692+00
918,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-03-14,201.25,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
919,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-04-14,201.44,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
920,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-05-07,201.28,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
921,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-07,201.25,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
922,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-07,230.65,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
923,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-20,8.98,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
924,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-07,290.39,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
925,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-10,14.49,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
926,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-07,305.88,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
927,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-07,474.89,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
928,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-07,450.39,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
929,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-07,453.07,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,25,Subscription Payment,,2025-12-29 11:23:06.888692+00
930,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-06-25,534.18,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
931,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-25,534.17,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
932,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-08-25,534.34,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
933,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-09-25,534.04,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
934,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-10-31,534.1,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
935,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-11-25,534.02,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
936,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-12-25,534.09,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,26,Subscription Payment,,2025-12-29 11:23:06.888692+00
937,5e189da8-2f10-43a6-bb19-be0b05f098ba,2025-07-22,3870.86,SUBSCRIPTION_PAYMENT,cea05e1d-6207-4611-8676-13454b2eb749,,27,Subscription Payment,,2025-12-29 11:23:06.888692+00
