id,user_id,date,amount,type,from_wallet_id,to_wallet_id,subscription_id,description,vat_amount,created_at
T-142,5e189da8-2f10-43a6-bb19-be0b05f098ba,06-01-25 0:00,10,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-143,5e189da8-2f10-43a6-bb19-be0b05f098ba,08-01-25 0:00,200,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-144,5e189da8-2f10-43a6-bb19-be0b05f098ba,09-01-25 0:00,140,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-145,5e189da8-2f10-43a6-bb19-be0b05f098ba,21-01-25 0:00,576,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-146,5e189da8-2f10-43a6-bb19-be0b05f098ba,22-01-25 0:00,2000,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-147,5e189da8-2f10-43a6-bb19-be0b05f098ba,01-02-25 0:00,5000,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-148,5e189da8-2f10-43a6-bb19-be0b05f098ba,01-02-25 0:00,1300,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-149,5e189da8-2f10-43a6-bb19-be0b05f098ba,02-02-25 0:00,2600,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-150,5e189da8-2f10-43a6-bb19-be0b05f098ba,08-02-25 0:00,575,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-151,5e189da8-2f10-43a6-bb19-be0b05f098ba,12-02-25 0:00,9500,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-152,5e189da8-2f10-43a6-bb19-be0b05f098ba,12-02-25 0:00,1500,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-153,5e189da8-2f10-43a6-bb19-be0b05f098ba,13-02-25 0:00,800,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-154,5e189da8-2f10-43a6-bb19-be0b05f098ba,16-02-25 0:00,600,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-155,5e189da8-2f10-43a6-bb19-be0b05f098ba,19-02-25 0:00,800,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-156,5e189da8-2f10-43a6-bb19-be0b05f098ba,21-02-25 0:00,1700,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-157,5e189da8-2f10-43a6-bb19-be0b05f098ba,24-02-25 0:00,100,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-158,5e189da8-2f10-43a6-bb19-be0b05f098ba,01-03-25 0:00,10500,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-159,5e189da8-2f10-43a6-bb19-be0b05f098ba,01-03-25 0:00,150,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
T-160,5e189da8-2f10-43a6-bb19-be0b05f098ba,03-03-25 0:00,100,INTERNAL_TRANSFER,475ebdf9-5c4d-43a3-b20d-4e1491da0247,cea05e1d-6207-4611-8676-13454b2eb749,,Internal Transfer,,2025-12-29 07:43:41.487633+00
